,name,acres,NAME,Shape_Area,Shape_Are,geometry,area_joined,tab_share
11,City Of Syracuse-Frazier,1.293896888908751,Park Ave.,1598390.0,1598388.88115,"POLYGON ((404402.7558379279 4767252.640483171, 404467.6158484071 4767248.947217138, 404464.6831961703 4767185.996372572, 404422.4971571572 4767187.949405536, 404382.3149214409 4767189.809672921, 404385.3208521518 4767254.105606615, 404402.7558379279 4767252.640483171))",5236.2195638492685,0.003275935928734653
13,Elmwood Park,24.640962744950873,Elmwood,1762540.0,1762537.64509,"MULTIPOLYGON (((405279.9077232409 4763594.991197564, 405250.435881449 4763585.534288868, 405248.5230081095 4763591.751293226, 405269.677581956 4763629.724517748, 405301.7668981612 4763612.190096785, 405310.46455339 4763607.43752619, 405303.1202877278 4763602.439487314, 405279.9077232409 4763594.991197564)), ((405037.1116330469 4763609.046794, 405048.8492492634 4763606.74701078, 405060.4562877189 4763609.598479568, 405073.3028355242 4763614.146611801, 405091.747580435 4763614.315785377, 405121.2760140604 4763604.819405162, 405132.2849069329 4763594.549086896, 405137.8080053513 4763589.565270206, 405143.3311999236 4763584.581251883, 405154.9775770695 4763579.452106358, 405164.0393227796 4763581.468292893, 405168.9552396648 4763565.445176813, 405174.1492556676 4763548.515855819, 405239.2611238447 4763570.042693724, 405254.7162862619 4763519.81221237, 405249.3239895924 4763510.983931025, 405226.442166693 4763512.105544674, 405208.8766700945 4763498.553141531, 405205.7768772194 4763496.161576098, 405195.4442323651 4763488.189591024, 405189.2279028178 4763483.393475886, 405177.0072977177 4763483.941530711, 405164.7866921435 4763484.489585577, 405152.5660842074 4763485.037540521, 405134.2353213478 4763485.85947019, 405128.1249687481 4763486.133548611, 405117.7166165833 4763486.600343131, 405113.3632376252 4763494.188300745, 405107.5309664933 4763499.639425415, 405101.2147992936 4763504.521595751, 405094.4699287016 4763508.792173019, 405087.3554419188 4763512.413544831, 405079.9337416484 4763515.354236051, 405072.2696370519 4763517.588425933, 405064.4302532111 4763519.096449808, 405056.4842390093 4763519.865214014, 405048.5012635632 4763519.888005395, 405040.5510166414 4763519.164510133, 405032.7031162506 4763517.701215498, 405025.0263976097 4763515.510823263, 405003.7651915159 4763508.32222337, 404997.8327620305 4763510.783659478, 404992.6989990742 4763515.542746413, 404987.0752338387 4763524.522399923, 404983.7319938544 4763531.320150333, 404980.0303439103 4763537.612277993, 404971.9475192011 4763534.879263585, 404955.5322974615 4763529.329042593, 404942.6408938201 4763517.749634523, 404935.1597695648 4763511.029737047, 404927.6785472351 4763504.309941095, 404920.910019838 4763496.796541378, 404914.1210233142 4763489.305926294, 404905.7438602831 4763483.583579088, 404898.8735773673 4763476.183592088, 404892.7158915016 4763467.990103156, 404887.4746177497 4763458.776479207, 404906.4120768972 4763437.692529226, 404891.2229079962 4763424.04921459, 404896.9186057833 4763408.684661022, 404899.298967353 4763410.822802113, 404923.632638098 4763383.731072733, 404924.9514147857 4763353.286139492, 404918.8626187764 4763353.022430743, 404919.522109167 4763337.800012022, 404934.3585100467 4763338.44270404, 404936.0994075519 4763298.255507819, 404922.703895191 4763297.675249302, 404896.2174961697 4763296.527789073, 404896.3757134576 4763292.874353491, 404884.1980187451 4763292.346835524, 404868.732337345 4763291.676704813, 404843.7681827394 4763290.59514544, 404830.3726665353 4763290.014886408, 404821.2394690976 4763289.619271341, 404822.5582563484 4763259.174328621, 404761.9146457567 4763256.547114579, 404754.8757543394 4763437.484494477, 404754.8757919038 4763437.484520314, 404794.6791451464 4763449.033337933, 404794.6791652699 4763449.033375346, 404794.6792337541 4763449.033395217, 404818.5739816495 4763493.458349806, 404822.6866746594 4763501.104622496, 404807.099693456 4763560.402916999, 404806.5625792766 4763562.446143748, 404806.0182595643 4763564.517027439, 404807.5286021386 4763567.521361338, 404808.2560483338 4763568.968330426, 404818.3481374722 4763590.054793747, 404823.7474649511 4763595.042127467, 404830.6105381858 4763601.381444569, 404836.5154852181 4763602.214691766, 404843.7751704755 4763603.521881895, 404847.6621220922 4763604.221765684, 404858.8087272426 4763606.228821268, 404865.5358016845 4763607.440106317, 404869.9552484795 4763608.23584705, 404878.5354767465 4763609.780831316, 404881.1018584515 4763610.242933477, 404892.2484625081 4763612.249988629, 404903.4201402644 4763613.956405644, 404908.7769178142 4763614.403666143, 404912.2873519392 4763614.696745384, 404912.1794122998 4763618.329104954, 404912.0863191088 4763621.462117249, 404917.4368232344 4763621.489523039, 404921.7918485161 4763621.511792568, 404931.2280060675 4763621.954084597, 404931.2280491901 4763621.954094412, 404931.2280526521 4763621.954094574, 404940.5720561001 4763624.080802508, 404953.4659762026 4763631.153190183, 404958.1924630812 4763633.533541996, 404966.3038643817 4763637.618601751, 404978.6934816143 4763639.229025566, 404988.3513601795 4763639.062808693, 404990.9149387732 4763639.018677028, 404997.092519763 4763634.665016934, 405002.4080732191 4763630.918848238, 405006.5918811356 4763627.010379269, 405013.6770589066 4763620.391420736, 405023.3564296286 4763611.631495513, 405024.9740760896 4763610.167499498, 405031.0042496849 4763609.610741897, 405037.1116330469 4763609.046794)), ((404737.055157317 4763425.226935842, 404743.6478414977 4763255.755589952, 404723.9190352405 4763254.900927615, 404724.1828326453 4763248.811896467, 404581.9386705863 4763242.649449375, 404579.387209847 4763304.973459482, 404576.5904459066 4763368.117807039, 404574.0187613014 4763426.181284581, 404597.3316609258 4763414.670686286, 404620.2268525531 4763403.366264869, 404639.0188726953 4763390.654512607, 404658.481631079 4763383.766087786, 404688.9313088878 4763384.950628008, 404714.7341149716 4763387.21452429, 404737.055157317 4763425.226935842)))",99699.03473055839,0.05656562003557517
14,Onondaga Park,79.10827198840315,Elmwood,1762540.0,1762537.64509,"MULTIPOLYGON (((405367.7630511957 4764558.130222346, 405374.1468243072 4764557.969663258, 405380.5061073487 4764558.552034965, 405386.7544592372 4764559.869567594, 405392.8074495118 4764561.904453773, 405398.5828620116 4764564.629044808, 405404.0025054442 4764568.006416507, 405414.6238717275 4764575.517736831, 405420.1929363746 4764578.976287433, 405426.1348820899 4764581.745636049, 405432.3646713422 4764583.786387744, 405438.7935585952 4764585.069317083, 405445.3295033395 4764585.5760603, 405451.8791767884 4764585.299477464, 405458.3491576161 4764584.243429926, 405464.6469353066 4764582.422961394, 405470.6825075971 4764579.864167805, 405476.3696705133 4764576.603673041, 405481.6273027448 4764572.687804725, 405527.0033557874 4764534.472049231, 405533.8409284395 4764529.190050246, 405541.0994980574 4764524.503288535, 405548.7273990033 4764520.445236807, 405556.6702800311 4764517.044818595, 405564.8715984453 4764514.326098938, 405617.555681877 4764499.297086918, 405593.1425879762 4764413.829311096, 405574.7438731451 4764419.086187612, 405569.5912051912 4764420.969259136, 405564.762505037 4764423.572991989, 405560.3578465969 4764426.843301633, 405556.4686472242 4764430.712467311, 405553.175589317 4764435.10027118, 405550.5469492979 4764439.915529759, 405536.6334874199 4764470.445574677, 405534.2136181558 4764474.878113637, 405531.1817632756 4764478.916908085, 405527.6008333403 4764482.477875414, 405523.5453320412 4764485.487213989, 405519.0993740013 4764487.88234048, 405519.0986385994 4764489.885169978, 405507.8664360488 4764490.818011124, 405507.6468013682 4764490.836651498, 405424.9453622437 4764497.707779299, 405424.7305009975 4764497.725029737, 405423.9516035311 4764497.786213114, 405364.4490241404 4764502.733914537, 405360.7543351111 4764459.185889772, 405357.0147838759 4764454.105909082, 405353.5270562938 4764449.828846835, 405349.6336501691 4764445.917518185, 405345.3727829424 4764442.410100977, 405340.7860027793 4764439.3411104, 405335.9183715439 4764436.7404956, 405306.847918313 4764429.078524182, 405198.4515050763 4764658.629952381, 405169.3594007835 4764744.734260694, 405197.5857128589 4764746.312473651, 405209.756390215 4764746.992960964, 405214.3554112157 4764747.250136476, 405221.9271871018 4764747.673472191, 405234.0978924994 4764748.35401056, 405246.2686739613 4764749.034469407, 405257.2800185915 4764749.650180792, 405258.4393967838 4764749.715003973, 405260.5886820367 4764749.835173535, 405270.6101589774 4764750.395466404, 405294.082166261 4764751.707848485, 405294.9516204624 4764751.756461157, 405307.1222922393 4764752.43684807, 405314.4100389328 4764752.844375964, 405319.2930440037 4764753.117383218, 405330.8116010356 4764753.76145026, 405331.463839987 4764753.797917849, 405332.6406623683 4764753.863716351, 405343.6345234798 4764754.478379562, 405348.9510073041 4764754.775653927, 405355.8053840028 4764755.158887449, 405367.0246091514 4764755.786183679, 405367.9760011132 4764755.839375691, 405371.9978572419 4764756.064255481, 405371.9979366774 4764756.064259009, 405381.4910649725 4764748.48134731, 405381.0358301016 4764747.931753922, 405376.4571720035 4764741.798842568, 405372.472700621 4764735.264144075, 405369.1173006896 4764728.38529829, 405366.420506316 4764721.22254586, 405364.4060011845 4764713.838737643, 405363.0915091694 4764706.298836782, 405361.968340639 4764700.001776662, 405360.212468988 4764693.850940274, 405357.842191412 4764687.909879942, 405354.8817573576 4764682.239635865, 405351.3617702384 4764676.898828541, 405328.125291018 4764645.262873304, 405324.6147712113 4764639.840789988, 405321.7658380996 4764634.043647766, 405319.6183042398 4764627.951792662, 405318.2016600221 4764621.649665163, 405317.5356526935 4764615.224689345, 405317.6295621413 4764608.765986584, 405318.4820783282 4764602.36317791, 405320.0813729739 4764596.104882711, 405322.4052881597 4764590.07811521, 405325.4214966707 4764584.366181518, 405329.0881998318 4764579.048566472, 405333.3546857788 4764574.198723214, 405338.1616312319 4764569.88416749, 405343.4424669907 4764566.164651968, 405349.1239682488 4764563.09165515, 405355.1272466612 4764560.707962667, 405361.3691271266 4764559.04644138, 405367.7630511957 4764558.130222346)), ((405589.3763103005 4764400.643880866, 405584.2609675655 4764382.735586139, 405581.574007773 4764383.503014727, 405545.0679695883 4764401.649248951, 405535.8721399325 4764406.22033869, 405517.5943047112 4764415.305875232, 405513.0363117931 4764417.571518587, 405517.6478524781 4764472.899339641, 405520.2556156784 4764470.556669741, 405522.4446481433 4764467.818511583, 405524.155547382 4764464.758782059, 405538.068908624 4764434.22863811, 405541.0758655651 4764428.582881439, 405544.7556785858 4764423.35072102, 405549.0522549754 4764418.61191111, 405553.9000626872 4764414.438784235, 405559.2252053682 4764410.894930984, 405564.9465087195 4764408.034479549, 405570.9766954837 4764405.900773639, 405589.3763103005 4764400.643880866)), ((405113.8792036058 4764610.778535711, 405113.8792544716 4764610.778538231, 405130.9359396123 4764574.659009639, 405141.9584090037 4764579.864368006, 405127.0517464139 4764611.43114282, 405140.2242359298 4764612.083647389, 405159.2280443868 4764571.840477685, 405170.2505127866 4764577.045835679, 405181.2729809285 4764582.251193308, 405206.6235454477 4764594.222915447, 405286.5044916433 4764425.058656637, 405223.38839636 4764425.386167433, 405188.6500545556 4764425.56653503, 405190.1236350351 4764387.549013516, 405190.3516906909 4764381.664895752, 405190.1236072654 4764387.54899597, 405188.6500196075 4764425.566501983, 405130.935870636 4764574.658973104, 405113.8792036058 4764610.778535711)), ((405191.1148643516 4764361.976541484, 405191.1387047608 4764361.361551161, 405191.6409096257 4764348.406714845, 405192.1483958482 4764335.312984711, 405192.6559825639 4764322.219252736, 405192.6559258366 4764322.219253028, 405192.1483796189 4764335.312999817, 405191.6408309866 4764348.40670678, 405191.1387018538 4764361.361581835, 405191.1148643516 4764361.976541484)), ((405191.799136638 4764322.223651445, 405191.606449328 4764322.224640626, 405189.94110173 4764322.233290789, 405191.6063713472 4764322.224645883, 405191.799136638 4764322.223651445)), ((405129.4978990228 4764667.498628005, 405123.2873789318 4764651.169396422, 405134.8870776524 4764652.177840139, 405140.4172122619 4764640.466747344, 405146.4701373759 4764627.648442991, 405113.7367821131 4764626.026801873, 405110.5361883444 4764618.24062815, 405095.8419573955 4764741.588670049, 405138.9600236005 4764743.469108874, 405148.397600583 4764743.880641539, 405163.3587533117 4764699.52265921, 405137.4698391636 4764688.459157329, 405132.528883415 4764675.468052032, 405129.4978990228 4764667.498628005)), ((405116.1262576446 4764082.900550115, 405116.7673124222 4764077.653268225, 405114.0120237634 4764077.644815193, 405089.6304227184 4764077.569994836, 405076.7553751621 4764077.53053512, 405070.936609539 4764077.512688974, 405076.755438101 4764077.530543763, 405089.6303981226 4764077.570035864, 405114.0120070585 4764077.644854419, 405116.767276088 4764077.653302236, 405116.1262576446 4764082.900550115)), ((405105.976723586 4764166.635256177, 405108.1053996981 4764148.55777861, 405112.7622830137 4764110.437637038, 405114.2406275861 4764098.336159595, 405115.2630589059 4764089.966473732, 405114.2405890695 4764098.336099562, 405112.7621970859 4764110.437678569, 405108.1053305805 4764148.557807997, 405105.976723586 4764166.635256177)), ((405110.1310272121 4764617.254950269, 405107.3356629673 4764610.454375161, 405107.3355967055 4764610.454371878, 405110.1310272121 4764617.254950269)), ((405100.8053362658 4764206.627463233, 405101.8483798282 4764206.734671196, 405101.8483802177 4764206.734667411, 405100.8053362658 4764206.627463233)), ((405090.6433433016 4764297.677570735, 405094.0887537481 4764264.142027821, 405095.7511960837 4764250.383506868, 405094.0887004312 4764264.141969266, 405090.6433433016 4764297.677570735)), ((405027.0347906259 4764077.377978474, 405021.6374755769 4764077.336479668, 405021.6370131926 4764077.361442886, 405027.0347906259 4764077.377978474)))",77253.03116473826,0.043830570870327996
15,City Of Syracuse-Elmwood,1.6574937177749223,Elmwood,1762540.0,1762537.64509,"POLYGON ((405494.9933529194 4763749.251487908, 405438.3071527473 4763650.602800651, 405403.4478095736 4763670.672991139, 405409.5208535886 4763681.24166675, 405397.9010785215 4763687.931718364, 405386.281303115 4763694.621770469, 405386.3042482928 4763697.115721972, 405387.8584584706 4763742.059323443, 405420.2012006326 4763742.123616604, 405488.3034941364 4763758.208704371, 405489.3019759511 4763758.358292134, 405490.311452553 4763758.340989262, 405491.3042213369 4763758.15727058, 405492.2530381694 4763757.812177801, 405493.1318650853 4763757.315181165, 405493.9165848127 4763756.679919537, 405494.5856626396 4763755.923826125, 405495.1207373457 4763755.067650076, 405495.5071251215 4763754.134887034, 405495.7342224809 4763753.151134449, 405495.7957972992 4763752.14338899, 405495.6901598098 4763751.139305774, 405495.4202089672 4763750.166439426, 405494.9933529194 4763749.251487908))",6707.645026714622,0.0038056747584373505
16,Kirk Park,33.99307748308001,Elmwood,1762540.0,1762537.64509,"POLYGON ((405901.5738864988 4764170.446432902, 405903.2191781368 4764164.659963825, 405904.1825528413 4764158.721758071, 405904.4510206289 4764152.711857044, 405904.0210120543 4764146.711424479, 405895.1582805396 4764078.72776573, 405894.5941435235 4764071.500114882, 405894.7796882033 4764064.252830786, 405895.7126785431 4764057.063552284, 405897.383462765 4764050.009058066, 405897.6043940106 4764049.253025534, 405852.0471098913 4764043.09970054, 405860.5065659099 4764168.984569968, 405845.1874702043 4764168.264323694, 405832.9705517277 4764167.579988077, 405822.9176809135 4764167.016946748, 405807.8381242064 4764166.172389394, 405792.7585649083 4764165.327731995, 405784.9460148031 4764164.890146659, 405784.93001278 4764165.377927392, 405784.507620701 4764178.259637396, 405781.5835669238 4764185.677348143, 405777.8957992417 4764195.032874719, 405774.2080355367 4764204.388601433, 405770.5203682332 4764213.744126561, 405766.8325031035 4764223.099755636, 405763.1447362601 4764232.455283082, 405759.4569715085 4764241.810910711, 405755.7692050837 4764251.166438595, 405752.0813407922 4764260.522068541, 405747.3320228869 4764272.570796018, 405742.8620280089 4764283.910987826, 405730.5341983444 4764315.185479554, 405704.4653531396 4764327.139376546, 405687.8457055662 4764334.760302426, 405678.7049219835 4764338.95196656, 405669.5641343927 4764343.143431017, 405660.4233465663 4764347.334895715, 405651.282462315 4764351.526562459, 405642.1424661435 4764355.717612722, 405602.6346643312 4764373.834138101, 405636.8962226831 4764493.77975952, 405651.8362134581 4764489.517850664, 405660.0189348184 4764486.841781315, 405667.9735445896 4764483.549139346, 405675.6538072223 4764479.659095745, 405683.0148563691 4764475.194495508, 405690.0137814225 4764470.181146635, 405696.6097369156 4764464.648318017, 405702.7644366409 4764458.628430164, 405708.4417425238 4764452.156462952, 405713.6087679088 4764445.270134833, 405895.2449205894 4764182.89561836, 405897.6456916039 4764179.083619878, 405899.7061234358 4764175.077446552, 405901.4107900806 4764170.907487898, 405901.5738864988 4764170.446432902))",37841.08748124647,0.021469661988021933
17,Onondaga Creek Blvd. Park,15.774566205502843,Elmwood,1762540.0,1762537.64509,"MULTIPOLYGON (((405706.3379563765 4763302.065396677, 405642.1915854633 4763294.157457528, 405609.9789776992 4763290.186165622, 405610.7426110478 4763292.70486339, 405612.8895658702 4763296.682822166, 405614.6027572452 4763299.664000125, 405617.3179611255 4763301.365543489, 405621.4581577153 4763302.281157686, 405625.1588540103 4763301.94870996, 405630.0950625009 4763301.589272734, 405635.4485125085 4763301.472159784, 405641.8540608475 4763301.22591922, 405641.9711213643 4763310.411621376, 405642.7154873373 4763319.567899409, 405644.0836496302 4763328.651821239, 405646.0691116742 4763337.621111084, 405648.8750311399 4763347.068313892, 405652.3656523055 4763356.284518944, 405656.5222423142 4763365.220181433, 405661.3224961783 4763373.827223842, 405666.7404424994 4763382.059337699, 405671.8315496772 4763388.755278166, 405677.3316775442 4763395.119522001, 405683.2193562357 4763401.127074999, 405739.8078510589 4763447.085535813, 405747.3003649252 4763453.00493689, 405745.3252248833 4763487.087109186, 405854.79087765 4763493.431031353, 405849.2866140949 4763588.41359037, 405940.2299217522 4763593.690503519, 405943.5539056493 4763582.334134121, 405945.4421641885 4763574.615472769, 405946.6318641168 4763566.758686657, 405947.113397169 4763558.826954124, 405946.8828639896 4763550.883945853, 405945.942266494 4763542.99342128, 405944.2990005537 4763535.218838157, 405941.9663425958 4763527.622643439, 405938.962938491 4763520.265682925, 405935.3130034957 4763513.207197493, 405931.8483889292 4763507.667452259, 405927.9851942777 4763502.397909057, 405923.7444573783 4763497.427170034, 405918.6485200825 4763492.315558923, 405913.1537435183 4763487.635447673, 405907.2965080771 4763483.417749115, 405901.1156384527 4763479.690430145, 405862.6634677821 4763458.586827819, 405853.420908035 4763453.173398212, 405844.4947706088 4763447.253025159, 405835.9125984126 4763440.843988621, 405732.9252997871 4763359.361642119, 405727.6119252442 4763354.703505191, 405722.7945811317 4763349.53413925, 405718.5221498804 4763343.905820572, 405714.8381123177 4763337.876027041, 405711.7800177381 4763331.505848221, 405709.3787879573 4763324.860198448, 405707.658892735 4763318.006513596, 405706.6378443203 4763311.014460598, 405706.3260824317 4763303.955139661, 405706.3379563765 4763302.065396677)), ((405928.7183051314 4763608.27908583, 405848.4052436588 4763603.624648545, 405843.751024853 4763683.939520296, 405912.6454540782 4763687.932232995, 405935.1252287795 4763611.129478548, 405928.7183051314 4763608.27908583)), ((405908.2527811988 4763702.939893442, 405842.8695608653 4763699.150680845, 405840.4938372849 4763740.147398257, 405837.557991347 4763780.318611746, 405885.3060219177 4763781.337396046, 405908.2527811988 4763702.939893442)), ((405882.2457352507 4763796.539631799, 405835.4093965349 4763795.512962362, 405851.003730787 4764027.572942485, 405900.9094971201 4764034.488053285, 405901.6481306506 4764034.715117728, 405903.4622318166 4764029.14175754, 405904.6351822812 4764023.399092573, 405905.1518703699 4764017.56070451, 405905.0059052469 4764011.701310555, 405904.1989002431 4764005.895877014, 405902.741357409 4764000.218802617, 405900.6518433465 4763994.742634153, 405872.7597712583 4763932.471284029, 405869.7880574899 4763925.061430388, 405867.4135018074 4763917.439227592, 405865.6510085831 4763909.65269261, 405864.5118006946 4763901.750811785, 405864.0030196889 4763893.783548359, 405864.1277107151 4763885.801042804, 405864.8853204191 4763877.853503429, 405866.2709953594 4763869.99111961, 405882.2457352507 4763796.539631799)))",47226.638352147886,0.026794683497234673
18,City Of Syracuse-Delaware,1.9993691774295017,Skunk City,774024.0,774023.887933,"POLYGON ((404454.3110344288 4765822.484626527, 404451.8040691413 4765814.204409447, 404429.7974053559 4765741.671184271, 404383.5158672241 4765739.389894209, 404384.0289268332 4765729.346724942, 404373.6868014329 4765728.836946825, 404372.6606430117 4765748.923267271, 404362.6167889091 4765748.428190748, 404352.572914996 4765747.933114564, 404342.5290602638 4765747.438037974, 404332.4851857239 4765746.94296171, 404330.3927831203 4765787.900505577, 404432.6913827785 4765837.972836413, 404454.3110344288 4765822.484626527))",8091.167149372353,0.010453381705026564
20,NBT Bank Stadium,31.310310840177042,Lakefront,5478080.0,5478080.40563,"POLYGON ((405147.5618712156 4770377.429194151, 405173.0585426103 4770367.155205589, 405423.2386848108 4770206.3264556, 405435.2967739177 4770230.551579725, 405441.7211948053 4770242.261445934, 405453.3330052037 4770234.796707743, 405472.8650816749 4770238.196039544, 405466.2009428941 4770226.574494906, 405460.3954127184 4770216.450283112, 405438.9424209396 4770182.366277616, 405417.8390438346 4770148.08267768, 405403.7165559067 4770121.720698155, 405383.0641217252 4770133.388978968, 405368.1381995032 4770106.821267177, 405348.3550077964 4770071.671875295, 405311.5835377027 4769998.944832438, 405304.951902309 4770002.694431293, 405291.1868181007 4769975.46962651, 405297.8184540591 4769971.720028063, 405296.9907068378 4769970.082916642, 405257.2151051211 4769899.362361645, 405212.4528858148 4769948.687591103, 405183.583693045 4769980.499613079, 405166.4409293685 4769999.389863634, 405002.4921132651 4770180.051466961, 404928.850905191 4770261.199733209, 405021.3031642369 4770371.63884635, 405031.1337056825 4770376.254825972, 405041.2688543592 4770380.156885107, 405051.6567373017 4770383.325103633, 405062.2444499167 4770385.743180753, 405072.9777655646 4770387.398940466, 405083.8019257699 4770388.283816675, 405094.6616515631 4770388.393452925, 405105.5015300894 4770387.72699516, 405116.2660334972 4770386.288091306, 405126.9004015674 4770384.083974656, 405137.3500513998 4770381.125974989, 405147.5618712156 4770377.429194151))",126708.44452667887,0.023130081186186407
21,Rand Tract Park,93.05826813153571,South Valley,6504700.0,6504701.84013,"POLYGON ((405778.9357922232 4761142.186282353, 405779.2520760479 4761135.794912556, 405794.4750221881 4761136.433404971, 405809.698069437 4761137.071995399, 405825.9870855434 4761137.75509539, 405826.9813162338 4761117.667689527, 405827.9641265687 4761097.812484795, 405839.5254573351 4761098.283789892, 405838.8545449502 4760982.87470369, 405920.9105242922 4760985.980347082, 405915.1991585997 4761101.36827644, 405933.4656975702 4761102.112808839, 405937.7485329246 4761015.584628285, 405939.1795453065 4760986.6709423, 405949.2290590524 4760987.051445337, 406030.5348358245 4760990.129324662, 406031.438784242 4760971.866820067, 406037.946648514 4760840.38552052, 406038.8506055499 4760822.123016716, 406041.1104074554 4760776.469659249, 405918.3933237416 4760771.825154883, 405514.6440731602 4760756.543981738, 405527.0596499516 4760480.278605985, 405362.402000802 4760471.010523075, 405300.5110716635 4760578.333295088, 405283.3401006883 4760650.94631401, 405152.2734045168 4760642.612397085, 405145.2467726406 4760797.731914575, 405142.2853478639 4760863.109747713, 405131.1647269392 4761108.612177333, 405374.7915191205 4761118.83057289, 405469.1739162536 4761122.789354301, 405484.3973770967 4761123.427838513, 405484.0809944508 4761129.819315771, 405504.9224359068 4761130.693417676, 405520.145395266 4761131.331910874, 405535.3683538929 4761131.970404014, 405565.8142708288 4761133.247490072, 405581.0373253307 4761133.88588119, 405596.2602810281 4761134.524374089, 405611.4832378766 4761135.162966887, 405626.7061921079 4761135.801459668, 405641.9291437231 4761136.439852431, 405657.1520964907 4761137.078345092, 405672.3750485252 4761137.716837695, 405687.5980017128 4761138.355430193, 405702.8209522803 4761138.993922679, 405718.0439021206 4761139.632415099, 405748.4898976741 4761140.909297924, 405763.7128453144 4761141.547790169, 405778.9357922232 4761142.186282353))",376593.7829707866,0.05789562569147061
22,Academy Green Park,2.0478023298172654,South Valley,6504700.0,6504701.84013,"POLYGON ((406295.8168388684 4761558.251850693, 406294.0442543321 4761547.135653388, 406286.9979897566 4761502.945320129, 406282.1994623589 4761472.852195594, 406272.6020448048 4761412.666860819, 406267.8033080348 4761382.574376341, 406222.155448387 4761390.504026946, 406249.3117761297 4761565.46994222, 406295.8168388684 4761558.251850693))",8287.169336444298,0.0012740275480910704
23,Meachem Parkway,32.56636029924514,South Valley,6504700.0,6504701.84013,"POLYGON ((406433.9681324993 4760831.121521986, 406485.7462138002 4760833.448388503, 406486.4301231455 4760818.227463337, 406429.7137902451 4760815.678662763, 406421.3317578497 4760752.464893993, 406460.6323074924 4760754.230927213, 406452.9183701695 4760749.400788797, 406449.6420119196 4760747.349055921, 406419.0877928861 4760728.216905915, 406418.3696997983 4760722.082623722, 406416.5746797133 4760706.750213913, 406413.4955772258 4760680.449491209, 406408.1107477573 4760634.453455669, 406404.0547056189 4760599.807865713, 406363.7447491533 4760598.648195983, 406383.6570755246 4760582.323616777, 406418.6496397086 4760564.123903431, 406418.7009122561 4760579.055396254, 406420.4131501403 4760599.751828314, 406436.7714957382 4760599.695892762, 406446.6439938575 4760599.662068149, 406449.7549438155 4760557.492810356, 406452.4450985295 4760521.024622451, 406454.7990127905 4760489.114983024, 406456.4805761246 4760466.319037401, 406457.9378084317 4760446.565526858, 406459.3950400765 4760426.811916528, 406460.8522729499 4760407.058306365, 406462.4214576754 4760385.785282942, 406463.990841852 4760364.512155987, 406465.4480766988 4760344.758446404, 406466.9050600034 4760325.007241593, 406468.1166046724 4760308.584551224, 406469.3846067769 4760291.395845621, 406468.9611252655 4760289.305156973, 406465.3754870657 4760271.603535953, 406461.9106006537 4760254.499201649, 406458.0829592242 4760235.602815162, 406454.1504881766 4760216.189836066, 406450.2181163638 4760196.776754665, 406444.8943566104 4760170.494522504, 406439.7518767323 4760145.108317397, 406434.851599696 4760120.916672706, 406430.0433898962 4760097.179763971, 406446.2859686614 4760097.772493229, 406446.5531104477 4760077.531237805, 406446.8775898158 4760052.947176311, 406447.4231998104 4760011.622205549, 406447.7008779265 4760004.009054475, 406317.1918682621 4759999.246092191, 406315.9372972285 4759991.577110937, 406306.6598882051 4759934.862264834, 406309.355477422 4759907.649784544, 406306.2858915122 4759907.538825109, 406288.6979116373 4759815.153687753, 406219.7285785918 4759812.657965179, 406366.7265742477 4760245.961985746, 406379.7351944145 4760302.014052049, 406384.6727877292 4760386.013431227, 406365.9816642224 4760388.767841475, 406195.7020547019 4760486.048831385, 406205.9361488002 4760514.751703888, 406217.3971304834 4760510.680002727, 406232.4149577717 4760505.344860429, 406243.1743913894 4760550.538799648, 406247.4088059972 4760568.325399657, 406256.2306569045 4760605.380853713, 406265.0525082211 4760642.436105888, 406269.2870258759 4760660.222601718, 406278.108787185 4760697.278052788, 406286.9307507012 4760734.333398171, 406291.1651752517 4760752.119993502, 406300.3999104798 4760790.909549375, 406300.3209087381 4760792.505838018, 406299.3416210522 4760812.288851693, 406298.5884569936 4760827.506690538, 406302.0181601914 4760827.68345152, 406301.0776283188 4760846.684383936, 406300.1625887245 4760865.573543115, 406442.5823828173 4760893.301875974, 406433.9681324993 4760831.121521986))",131791.5008406032,0.020260959545836656
24,City Of Syracuse-Meachem,5.997739547050594,South Valley,6504700.0,6504701.84013,"POLYGON ((406447.9786889323 4759996.396024766, 406584.7708586684 4760001.388387323, 406587.3793184738 4759963.486682199, 406590.879149252 4759917.163088625, 406541.136463959 4759915.679882191, 406485.0643846845 4759914.007938651, 406469.8380346249 4759913.456956879, 406453.5001806275 4759912.86576408, 406441.3191034684 4759912.424986309, 406422.2557379288 4759911.735178956, 406401.751948734 4759910.993236206, 406356.0729236904 4759909.340308623, 406336.2786743685 4759908.624049032, 406309.355449193 4759907.649830892, 406306.6598131623 4759934.862254753, 406315.9373356525 4759991.577053963, 406317.1918670484 4759999.246083846, 406447.7009118907 4760004.009127608, 406447.9786889323 4759996.396024766))",24272.012263377168,0.003731456546345263
